title,release_year,pages,author,genre,description,thumbnail
Underworld,1998,827,Don DeLillo,Fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4118.jpg
Ronald Reagan,1999,304,Dinesh D'Souza,Biography & Autobiography,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4119.jpg
The Children's Book of America,1998,112,William J. Bennett,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4120.jpg
The Secret Diary of Anne Boleyn,1998,281,Robin Maxwell,Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4121.jpg
The Fall of a Sparrow,1999,464,Robert Hellenga,Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4122.jpg
The Walrus Was Paul,1998,208,R. Gary Patterson,Music,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4123.jpg
Close Range,2000,285,Annie Proulx,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4124.jpg
The Last Temptation of Christ,1998,506,Nikos Kazantzakis,Fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4125.jpg
Shadow,2000,608,Bob Woodward,History,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4126.jpg
Hamlet's Dresser,2003,288,Bob Smith,Biography & Autobiography,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4127.jpg
Out of the Woods,2000,176,Chris Offutt,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4128.jpg
Merde!,1998,112,Genevieve,Foreign Language Study,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4129.jpg
Merde Encore!,1998,104,Genevieve,Foreign Language Study,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4130.jpg
Mad Cowboy,2001,224,Howard F. Lyman,Health & Fitness,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4131.jpg
The Noonday Demon,2002,576,Andrew Solomon,Psychology,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4132.jpg
Cryptozoology A To Z,1999,272,Loren Coleman,Nature,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4133.jpg
The Rum Diary,1999,224,Hunter S. Thompson,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4134.jpg
Easy Riders Raging Bulls,1999,512,Peter Biskind,Performing Arts,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4135.jpg
To Have and Have Not,1999,176,Ernest Hemingway,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4136.jpg
No Heroes,2003,272,Chris Offutt,Biography & Autobiography,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4137.jpg
Jukebox Queen Of Malta,2000,368,Nicholas Rinaldi,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4138.jpg
Yesterday I Cried,2000,304,Iyanla Vanzant,Self-Help,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4139.jpg
Of Time and the River,1999,896,Thomas Wolfe,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4140.jpg
Picture This,2000,352,Joseph Heller,Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4141.jpg
The Mutineer,2014,752,Hunter S. Thompson,Biography & Autobiography,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4142.jpg
Hey Rube,2005,272,Hunter S. Thompson,Literary Collections,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4143.jpg
Screwjack,2000,64,Hunter S. Thompson,Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4144.jpg
Exclusion and Embrace,1996,306,Miroslav Volf,Religion,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4145.jpg
The Merlin Trilogy,1980,928,Mary Stewart,Fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4146.jpg
Karate is a Thing of the Spirit,1983,218,Harry Crews,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4147.jpg
Leadership and the One Minute Manager,1999,111,Ken Blanchard,Business & Economics,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4148.jpg
Zen and the Art of Motorcycle Maintenance,1984,412,Robert M. Pirsig,Essentialism (Philosophy),A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4149.jpg
A Short History of World War II,1980,416,James L. Stokesbury,History,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4150.jpg
Worlds enough and time,1992,332,Joe Haldeman,Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4151.jpg
The first man in Rome,1990,896,Colleen McCullough,Fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4152.jpg
Ten Days to Self-Esteem,1999,336,David D. Burns,Self-Help,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4153.jpg
Korean Short History,1990,280,James L. Stokesbury,History,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4154.jpg
Trapped in T Mirror,1995,272,Elan Golomb,Family & Relationships,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4155.jpg
"Julius, the Baby of the World",1995,32,Kevin Henkes,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4156.jpg
The Twelve Dancing Princesses,1998,40,Marianna Mayer,Juvenile Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4157.jpg
Love Poems,1997,96,Nikki Giovanni,Poetry,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4158.jpg
Behind a Mask,1997,281,Louisa May Alcott,Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4159.jpg
NYC Ballet Workout,1997,208,Peter Martins,Health & Fitness,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4160.jpg
Kevin Trudeau's Mega Memory,1997,368,Kevin Trudeau,Self-Help,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4161.jpg
Chester's Way,1997,32,Kevin Henkes,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4162.jpg
The Purpose of Your Life,1999,320,Carol Adrienne,Body,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4163.jpg
Naked Pictures of Famous People,1999,164,Jon Stewart,Humor,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4164.jpg
Phantoms in the Brain,1999,352,V. S. Ramachandran,Medical,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4165.jpg
The Lost Tomb,1999,384,Kent R. Weeks,Social Science,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4166.jpg
Cloudy With a Chance of Meatballs,1982,32,Judi Barrett,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4167.jpg
The Bears on Hemlock Mountain,1992,64,Alice Dalgliesh,Juvenile Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4168.jpg
The Fourth of July Story,1995,32,Alice Dalgliesh,Juvenile Nonfiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4169.jpg
My Name Is Maria Isabel,1995,64,Alma Flor Ada,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4170.jpg
Hitty Her First Hundred Years,1998,256,Rachel Field,Juvenile Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4171.jpg
A Child's Garden of Verses,1999,67,Robert Louis Stevenson,Juvenile Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4172.jpg
Sad Underwear and Other Complications,2000,80,Judith Viorst,Juvenile Nonfiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4173.jpg
Salt in His Shoes,2003,32,Deloris Jordan,Juvenile Nonfiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4174.jpg
Where Is Baby's Mommy?,2001,14,Karen Katz,Juvenile Nonfiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4175.jpg
Poppy,2005,163,Avi,Children's stories,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4176.jpg
Silver on the Tree,2000,274,Susan Cooper,Juvenile Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4177.jpg
The Tombs of Atuan,2001,180,Ursula K. Le Guin,Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4178.jpg
"Sagwa, The Chinese Siamese Cat",2001,40,Amy Tan,Juvenile Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4179.jpg
The Storm,2003,80,Cynthia Rylant,Juvenile Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4180.jpg
Voting Rights Days,2002,75,Ellen Weiss,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4181.jpg
Counting Christmas,2003,32,Karen Katz,Juvenile Fiction,A masterpiece of storytelling that will be remembered for years.,https://example.com/covers/book_4182.jpg
Who Wants a Cheap Rhinoceros?,2002,64,Shel Silverstein,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4183.jpg
"What a Scare, Jesse Bear",2012,32,Nancy White Carlstrom,Juvenile Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4184.jpg
The House of the Scorpion,2004,380,Nancy Farmer,Young Adult Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4185.jpg
Dragondrums,2003,243,Anne McCaffrey,Juvenile Fiction,A gripping tale of suspense and intrigue.,https://example.com/covers/book_4186.jpg
Dragonsinger,2003,288,Anne McCaffrey,Juvenile Fiction,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4187.jpg
"Moo, Baa, la la La!",2004,14,Sandra Boynton,Animal sounds,An epic adventure that explores the depths of human emotion.,https://example.com/covers/book_4188.jpg
The Octopus,2005,64,Cynthia Rylant,Juvenile Fiction,A compelling story that captivates readers from start to finish.,https://example.com/covers/book_4189.jpg
The Eagle,2005,64,Cynthia Rylant,Juvenile Fiction,An unforgettable journey through twists and turns of fate.,https://example.com/covers/book_4190.jpg
